ocid,character_name,date,list_field,list_index,set_effect_set_name,set_effect_total_set_count,set_effect_set_effect_info,set_effect_set_option_full
b01191d76bb08c8e3f6d7a64efe49050efe8d04e6d233bd35cf2fabdeb93fb0d,단군왕검,2026-01-05T00:00+09:00,set_effect,1,마이스터 세트,1,[],"[{""set_count"": 2, ""set_option"": ""최대 HP  +10%, 최대 MP  +10%""}, {""set_count"": 3, ""set_option"": ""공격력  +40, 마력  +40""}, {""set_count"": 4, ""set_option"": ""보스 몬스터 데미지 +20%""}]"
b01191d76bb08c8e3f6d7a64efe49050efe8d04e6d233bd35cf2fabdeb93fb0d,단군왕검,2026-01-05T00:00+09:00,set_effect,2,파티 퀘스트  세트,1,[],"[{""set_count"": 2, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 3% 추가""}, {""set_count"": 3, ""set_option"": ""올스탯  +4, 공격력  +4, 마력  +4""}, {""set_count"": 4, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 6% 추가""}, {""set_count"": 5, ""set_option"": ""올스탯  +8, 공격력  +4, 마력  +4""}, {""set_count"": 6, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 9% 추가""}, {""set_count"": 7, ""set_option"": ""올스탯  +16, 공격력  +4, 마력  +4""}]"
b01191d76bb08c8e3f6d7a64efe49050efe8d04e6d233bd35cf2fabdeb93fb0d,단군왕검,2026-01-05T00:00+09:00,set_effect,3,마스터 쉐도우 세트,1,[],"[{""set_count"": 3, ""set_option"": ""올스탯  +5, 최대 HP  +250, 최대 MP  +250, 공격력  +3, 마력  +3""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +500, 최대 MP  +500, 공격력  +7, 마력  +7, [그림자 군마 라이딩] 스킬 사용 가능""}]"
b01191d76bb08c8e3f6d7a64efe49050efe8d04e6d233bd35cf2fabdeb93fb0d,단군왕검,2026-01-05T00:00+09:00,set_effect,4,마스터 카오스 세트,2,[],"[{""set_count"": 3, ""set_option"": ""올스탯  +5, 최대 HP  +250, 최대 MP  +250, 공격력  +3, 마력  +3""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +500, 최대 MP  +500, 공격력  +7, 마력  +7, [혼돈의 심장 라이딩] 스킬 사용 가능""}]"
b01191d76bb08c8e3f6d7a64efe49050efe8d04e6d233bd35cf2fabdeb93fb0d,단군왕검,2026-01-05T00:00+09:00,set_effect,5,쁘띠 스노우 세트,3,"[{""set_count"": 1, ""set_option"": ""[아이스 스노우 Lv.1] 스킬 사용 가능""}, {""set_count"": 2, ""set_option"": ""[아이스 스노우 Lv.2] 스킬 사용 가능""}, {""set_count"": 3, ""set_option"": ""[아이스 스노우 Lv.3] 스킬 사용 가능""}]","[{""set_count"": 1, ""set_option"": ""[아이스 스노우 Lv.1] 스킬 사용 가능""}, {""set_count"": 2, ""set_option"": ""[아이스 스노우 Lv.2] 스킬 사용 가능""}, {""set_count"": 3, ""set_option"": ""[아이스 스노우 Lv.3] 스킬 사용 가능""}]"
b01191d76bb08c8e3f6d7a64efe49050efe8d04e6d233bd35cf2fabdeb93fb0d,단군왕검,2026-01-05T00:00+09:00,set_effect,6,에테르넬 세트(도적),4,"[{""set_count"": 2, ""set_option"": ""최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +50, 공격력  +40, 마력  +40, 방어력  +600, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""최대 HP  +15%, 최대 MP  +15%, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}]","[{""set_count"": 2, ""set_option"": ""최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +50, 공격력  +40, 마력  +40, 방어력  +600, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""최대 HP  +15%, 최대 MP  +15%, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 5, ""set_option"": ""공격력  +40, 마력  +40, 몬스터 방어율 무시 +20%""}, {""set_count"": 6, ""set_option"": ""공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}, {""set_count"": 7, ""set_option"": ""올스탯  +50, 최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}, {""set_count"": 8, ""set_option"": ""공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}]"
b01191d76bb08c8e3f6d7a64efe49050efe8d04e6d233bd35cf2fabdeb93fb0d,단군왕검,2026-01-05T00:00+09:00,set_effect,7,아르카나 세트,1,[],"[{""set_count"": 3, ""set_option"": ""올스탯  +5, 최대 HP  +250, 최대 MP  +250, 공격력  +3, 마력  +3""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +500, 최대 MP  +500, 공격력  +7, 마력  +7""}]"
b01191d76bb08c8e3f6d7a64efe49050efe8d04e6d233bd35cf2fabdeb93fb0d,단군왕검,2026-01-05T00:00+09:00,set_effect,8,칠흑의 보스 세트,4,"[{""set_count"": 2, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 방어력  +250, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}]","[{""set_count"": 2, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 방어력  +250, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 5, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 보스 몬스터 데미지 +10%""}, {""set_count"": 6, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 몬스터 방어율 무시 +10%""}, {""set_count"": 7, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 8, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 보스 몬스터 데미지 +10%""}, {""set_count"": 9, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 10, ""set_option"": ""올스탯  +20, 최대 HP  +500, 공격력  +20, 마력  +20, 보스 몬스터 데미지 +10%""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,0,아케인셰이드 세트(해적),5,"[{""set_count"": 2, ""set_option"": ""공격력  +30, 마력  +30, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""공격력  +30, 마력  +30, 방어력  +400, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +50, 공격력  +35, 마력  +35, 보스 몬스터 데미지 +10%""}, {""set_count"": 5, ""set_option"": ""최대 HP  +2000, 최대 MP  +2000, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}]","[{""set_count"": 2, ""set_option"": ""공격력  +30, 마력  +30, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""공격력  +30, 마력  +30, 방어력  +400, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +50, 공격력  +35, 마력  +35, 보스 몬스터 데미지 +10%""}, {""set_count"": 5, ""set_option"": ""최대 HP  +2000, 최대 MP  +2000, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 6, ""set_option"": ""최대 HP  +30%, 최대 MP  +30%, 공격력  +30, 마력  +30""}, {""set_count"": 7, ""set_option"": ""공격력  +30, 마력  +30, 몬스터 방어율 무시 +10%""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,1,마이스터 세트,1,[],"[{""set_count"": 2, ""set_option"": ""최대 HP  +10%, 최대 MP  +10%""}, {""set_count"": 3, ""set_option"": ""공격력  +40, 마력  +40""}, {""set_count"": 4, ""set_option"": ""보스 몬스터 데미지 +20%""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,2,에테르넬 세트(해적),4,"[{""set_count"": 2, ""set_option"": ""최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +50, 공격력  +40, 마력  +40, 방어력  +600, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""최대 HP  +15%, 최대 MP  +15%, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}]","[{""set_count"": 2, ""set_option"": ""최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +50, 공격력  +40, 마력  +40, 방어력  +600, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""최대 HP  +15%, 최대 MP  +15%, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 5, ""set_option"": ""공격력  +40, 마력  +40, 몬스터 방어율 무시 +20%""}, {""set_count"": 6, ""set_option"": ""공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}, {""set_count"": 7, ""set_option"": ""올스탯  +50, 최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}, {""set_count"": 8, ""set_option"": ""공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,3,아르카나 세트,5,"[{""set_count"": 3, ""set_option"": ""올스탯  +5, 최대 HP  +250, 최대 MP  +250, 공격력  +3, 마력  +3""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +500, 최대 MP  +500, 공격력  +7, 마력  +7""}]","[{""set_count"": 3, ""set_option"": ""올스탯  +5, 최대 HP  +250, 최대 MP  +250, 공격력  +3, 마력  +3""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +500, 최대 MP  +500, 공격력  +7, 마력  +7""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,4,칠흑의 보스 세트,4,"[{""set_count"": 2, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 방어력  +250, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}]","[{""set_count"": 2, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 방어력  +250, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 5, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 보스 몬스터 데미지 +10%""}, {""set_count"": 6, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 몬스터 방어율 무시 +10%""}, {""set_count"": 7, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 8, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 보스 몬스터 데미지 +10%""}, {""set_count"": 9, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 10, ""set_option"": ""올스탯  +20, 최대 HP  +500, 공격력  +20, 마력  +20, 보스 몬스터 데미지 +10%""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,5,칠요 세트,1,[],"[{""set_count"": 2, ""set_option"": ""몬스터 방어율 무시 +10%""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,6,달달 쫀득 스모어 세트,2,"[{""set_count"": 1, ""set_option"": ""[달달하고 쫀득해! Lv.1] 스킬 사용 가능""}, {""set_count"": 2, ""set_option"": ""[달달하고 쫀득해! Lv.2] 스킬 사용 가능""}]","[{""set_count"": 1, ""set_option"": ""[달달하고 쫀득해! Lv.1] 스킬 사용 가능""}, {""set_count"": 2, ""set_option"": ""[달달하고 쫀득해! Lv.2] 스킬 사용 가능""}, {""set_count"": 3, ""set_option"": ""[달달하고 쫀득해! Lv.3] 스킬 사용 가능""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,7,쁘띠 포니 세트,1,"[{""set_count"": 1, ""set_option"": ""[포니 파워 Lv.1] 스킬 사용 가능""}]","[{""set_count"": 1, ""set_option"": ""[포니 파워 Lv.1] 스킬 사용 가능""}, {""set_count"": 2, ""set_option"": ""[포니 파워 Lv.2] 스킬 사용 가능""}, {""set_count"": 3, ""set_option"": ""[포니 파워 Lv.3] 스킬 사용 가능""}]"
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,set_effect,8,보스 장신구 세트,4,"[{""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +5%, 최대 MP  +5%, 공격력  +5, 마력  +5""}]","[{""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +5%, 최대 MP  +5%, 공격력  +5, 마력  +5""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +5%, 최대 MP  +5%, 공격력  +5, 마력  +5""}, {""set_count"": 7, ""set_option"": ""올스탯  +10, 공격력  +10, 마력  +10, 방어력  +80, 몬스터 방어율 무시 +10%""}, {""set_count"": 9, ""set_option"": ""올스탯  +15, 공격력  +10, 마력  +10, 방어력  +100, 보스 몬스터 데미지 +10%""}]"
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,set_effect,0,파티 퀘스트  세트,1,[],"[{""set_count"": 2, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 3% 추가""}, {""set_count"": 3, ""set_option"": ""올스탯  +4, 공격력  +4, 마력  +4""}, {""set_count"": 4, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 6% 추가""}, {""set_count"": 5, ""set_option"": ""올스탯  +8, 공격력  +4, 마력  +4""}, {""set_count"": 6, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 9% 추가""}, {""set_count"": 7, ""set_option"": ""올스탯  +16, 공격력  +4, 마력  +4""}]"
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,set_effect,1,에스페라 세트,5,"[{""set_count"": 3, ""set_option"": ""올스탯  +5, 최대 HP  +250, 최대 MP  +250, 공격력  +3, 마력  +3""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +500, 최대 MP  +500, 공격력  +7, 마력  +7""}]","[{""set_count"": 3, ""set_option"": ""올스탯  +5, 최대 HP  +250, 최대 MP  +250, 공격력  +3, 마력  +3""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +500, 최대 MP  +500, 공격력  +7, 마력  +7""}]"
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,set_effect,2,에테르넬 세트(전사),4,"[{""set_count"": 2, ""set_option"": ""최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +50, 공격력  +40, 마력  +40, 방어력  +600, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""최대 HP  +15%, 최대 MP  +15%, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}]","[{""set_count"": 2, ""set_option"": ""최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +50, 공격력  +40, 마력  +40, 방어력  +600, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""최대 HP  +15%, 최대 MP  +15%, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 5, ""set_option"": ""공격력  +40, 마력  +40, 몬스터 방어율 무시 +20%""}, {""set_count"": 6, ""set_option"": ""공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}, {""set_count"": 7, ""set_option"": ""올스탯  +50, 최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}, {""set_count"": 8, ""set_option"": ""공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}]"
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,set_effect,3,쁘띠 스노우 세트,3,"[{""set_count"": 1, ""set_option"": ""[아이스 스노우 Lv.1] 스킬 사용 가능""}, {""set_count"": 2, ""set_option"": ""[아이스 스노우 Lv.2] 스킬 사용 가능""}, {""set_count"": 3, ""set_option"": ""[아이스 스노우 Lv.3] 스킬 사용 가능""}]","[{""set_count"": 1, ""set_option"": ""[아이스 스노우 Lv.1] 스킬 사용 가능""}, {""set_count"": 2, ""set_option"": ""[아이스 스노우 Lv.2] 스킬 사용 가능""}, {""set_count"": 3, ""set_option"": ""[아이스 스노우 Lv.3] 스킬 사용 가능""}]"
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,set_effect,4,칠흑의 보스 세트,7,"[{""set_count"": 2, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 방어력  +250, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 5, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 보스 몬스터 데미지 +10%""}, {""set_count"": 6, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 몬스터 방어율 무시 +10%""}, {""set_count"": 7, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}]","[{""set_count"": 2, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 방어력  +250, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 5, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 보스 몬스터 데미지 +10%""}, {""set_count"": 6, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 몬스터 방어율 무시 +10%""}, {""set_count"": 7, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 8, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 보스 몬스터 데미지 +10%""}, {""set_count"": 9, ""set_option"": ""올스탯  +15, 최대 HP  +375, 공격력  +15, 마력  +15, 크리티컬 데미지 +5%""}, {""set_count"": 10, ""set_option"": ""올스탯  +20, 최대 HP  +500, 공격력  +20, 마력  +20, 보스 몬스터 데미지 +10%""}]"
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,set_effect,5,아케인셰이드 세트(전사),5,"[{""set_count"": 2, ""set_option"": ""공격력  +30, 마력  +30, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""공격력  +30, 마력  +30, 방어력  +400, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +50, 공격력  +35, 마력  +35, 보스 몬스터 데미지 +10%""}, {""set_count"": 5, ""set_option"": ""최대 HP  +2000, 최대 MP  +2000, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}]","[{""set_count"": 2, ""set_option"": ""공격력  +30, 마력  +30, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""공격력  +30, 마력  +30, 방어력  +400, 몬스터 방어율 무시 +10%""}, {""set_count"": 4, ""set_option"": ""올스탯  +50, 공격력  +35, 마력  +35, 보스 몬스터 데미지 +10%""}, {""set_count"": 5, ""set_option"": ""최대 HP  +2000, 최대 MP  +2000, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 6, ""set_option"": ""최대 HP  +30%, 최대 MP  +30%, 공격력  +30, 마력  +30""}, {""set_count"": 7, ""set_option"": ""공격력  +30, 마력  +30, 몬스터 방어율 무시 +10%""}]"
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,set_effect,6,보스 장신구 세트,1,[],"[{""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +5%, 최대 MP  +5%, 공격력  +5, 마력  +5""}, {""set_count"": 5, ""set_option"": ""올스탯  +10, 최대 HP  +5%, 최대 MP  +5%, 공격력  +5, 마력  +5""}, {""set_count"": 7, ""set_option"": ""올스탯  +10, 공격력  +10, 마력  +10, 방어력  +80, 몬스터 방어율 무시 +10%""}, {""set_count"": 9, ""set_option"": ""올스탯  +15, 공격력  +10, 마력  +10, 방어력  +100, 보스 몬스터 데미지 +10%""}]"
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,set_effect,0,여명의 보스 세트,1,[],"[{""set_count"": 2, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10""}, {""set_count"": 4, ""set_option"": ""올스탯  +10, 최대 HP  +250, 공격력  +10, 마력  +10, 방어력  +100, 몬스터 방어율 무시 +10%""}]"
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,set_effect,1,마이스터 세트,1,[],"[{""set_count"": 2, ""set_option"": ""최대 HP  +10%, 최대 MP  +10%""}, {""set_count"": 3, ""set_option"": ""공격력  +40, 마력  +40""}, {""set_count"": 4, ""set_option"": ""보스 몬스터 데미지 +20%""}]"
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,set_effect,2,파티 퀘스트  세트,1,[],"[{""set_count"": 2, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 3% 추가""}, {""set_count"": 3, ""set_option"": ""올스탯  +4, 공격력  +4, 마력  +4""}, {""set_count"": 4, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 6% 추가""}, {""set_count"": 5, ""set_option"": ""올스탯  +8, 공격력  +4, 마력  +4""}, {""set_count"": 6, ""set_option"": ""공격력  +4, 마력  +4, 파티퀘스트 경험치 9% 추가""}, {""set_count"": 7, ""set_option"": ""올스탯  +16, 공격력  +4, 마력  +4""}]"
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,set_effect,3,앱솔랩스 세트(궁수),5,"[{""set_count"": 2, ""set_option"": ""최대 HP  +1500, 최대 MP  +1500, 공격력  +20, 마력  +20, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +30, 공격력  +20, 마력  +20, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""공격력  +25, 마력  +25, 방어력  +200, 몬스터 방어율 무시 +10%""}, {""set_count"": 5, ""set_option"": ""공격력  +30, 마력  +30, 보스 몬스터 데미지 +10%""}]","[{""set_count"": 2, ""set_option"": ""최대 HP  +1500, 최대 MP  +1500, 공격력  +20, 마력  +20, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +30, 공격력  +20, 마력  +20, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""공격력  +25, 마력  +25, 방어력  +200, 몬스터 방어율 무시 +10%""}, {""set_count"": 5, ""set_option"": ""공격력  +30, 마력  +30, 보스 몬스터 데미지 +10%""}, {""set_count"": 6, ""set_option"": ""최대 HP  +20%, 최대 MP  +20%, 공격력  +20, 마력  +20""}, {""set_count"": 7, ""set_option"": ""공격력  +20, 마력  +20, 몬스터 방어율 무시 +10%""}]"
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,set_effect,4,에테르넬 세트(궁수),4,"[{""set_count"": 2, ""set_option"": ""최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +50, 공격력  +40, 마력  +40, 방어력  +600, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""최대 HP  +15%, 최대 MP  +15%, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}]","[{""set_count"": 2, ""set_option"": ""최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 3, ""set_option"": ""올스탯  +50, 공격력  +40, 마력  +40, 방어력  +600, 보스 몬스터 데미지 +10%""}, {""set_count"": 4, ""set_option"": ""최대 HP  +15%, 최대 MP  +15%, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +10%""}, {""set_count"": 5, ""set_option"": ""공격력  +40, 마력  +40, 몬스터 방어율 무시 +20%""}, {""set_count"": 6, ""set_option"": ""공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}, {""set_count"": 7, ""set_option"": ""올스탯  +50, 최대 HP  +2500, 최대 MP  +2500, 공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}, {""set_count"": 8, ""set_option"": ""공격력  +40, 마력  +40, 보스 몬스터 데미지 +15%""}]"
