ocid,character_name,date,character_class,use_preset_no,use_available_hyper_stat,hyper_stat_preset_1_remain_point,hyper_stat_preset_2_remain_point,hyper_stat_preset_3_remain_point,list_field,list_index,hyper_stat_preset_1_stat_type,hyper_stat_preset_1_stat_point,hyper_stat_preset_1_stat_level,hyper_stat_preset_1_stat_increase,hyper_stat_preset_2_stat_type,hyper_stat_preset_2_stat_point,hyper_stat_preset_2_stat_level,hyper_stat_preset_2_stat_increase,hyper_stat_preset_3_stat_type,hyper_stat_preset_3_stat_point,hyper_stat_preset_3_stat_level,hyper_stat_preset_3_stat_increase
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,1,DEX,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,2,INT,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,3,LUK,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,4,HP,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,5,MP,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,6,DF/TF,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,7,크리티컬 확률,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,8,크리티컬 데미지,85.0,8.0,크리티컬 데미지 8% 증가,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,9,방어율 무시,3.0,2.0,방어율 무시 6% 증가,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,10,데미지,345.0,13.0,데미지 39% 증가,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,11,보스 몬스터 공격 시 데미지 증가,550.0,15.0,보스 몬스터 공격 시 데미지 55% 증가,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,12,상태 이상 내성,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,13,공격력/마력,550.0,15.0,공격력과 마력 45 증가,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,14,획득 경험치,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,15,아케인포스,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_1,16,일반 몬스터 공격 시 데미지 증가,,0.0,,,,,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,0,,,,,STR,115.0,9.0,힘 270 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,1,,,,,DEX,25.0,5.0,민첩성 150 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,2,,,,,INT,,0.0,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,3,,,,,LUK,,0.0,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,4,,,,,HP,,0.0,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,5,,,,,MP,,0.0,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,6,,,,,DF/TF,,0.0,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,7,,,,,크리티컬 확률,150.0,10.0,크리티컬 확률 15% 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,8,,,,,크리티컬 데미지,150.0,10.0,크리티컬 데미지 10% 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,9,,,,,방어율 무시,60.0,7.0,방어율 무시 21% 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,10,,,,,데미지,150.0,10.0,데미지 30% 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,11,,,,,보스 몬스터 공격 시 데미지 증가,,0.0,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,12,,,,,상태 이상 내성,,0.0,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,13,,,,,공격력/마력,150.0,10.0,공격력과 마력 30 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,14,,,,,획득 경험치,150.0,10.0,획득 경험치 5.0% 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,15,,,,,아케인포스,,0.0,,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_2,16,,,,,일반 몬스터 공격 시 데미지 증가,550.0,15.0,일반 몬스터 공격 시 데미지 55% 증가,,,,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,0,,,,,,,,,STR,25.0,5.0,힘 150 증가
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,1,,,,,,,,,DEX,3.0,2.0,민첩성 60 증가
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,2,,,,,,,,,INT,,0.0,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,3,,,,,,,,,LUK,,0.0,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,4,,,,,,,,,HP,,0.0,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,5,,,,,,,,,MP,,0.0,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,6,,,,,,,,,DF/TF,,0.0,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,7,,,,,,,,,크리티컬 확률,7.0,3.0,크리티컬 확률 3% 증가
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,8,,,,,,,,,크리티컬 데미지,345.0,13.0,크리티컬 데미지 13% 증가
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,9,,,,,,,,,방어율 무시,200.0,11.0,방어율 무시 33% 증가
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,10,,,,,,,,,데미지,345.0,13.0,데미지 39% 증가
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,11,,,,,,,,,보스 몬스터 공격 시 데미지 증가,550.0,15.0,보스 몬스터 공격 시 데미지 55% 증가
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,12,,,,,,,,,상태 이상 내성,,0.0,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,13,,,,,,,,,공격력/마력,60.0,7.0,공격력과 마력 21 증가
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,14,,,,,,,,,획득 경험치,,0.0,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,15,,,,,,,,,아케인포스,,0.0,
bda3d769dc1b262f297cef330fca9762,혈궁은월,2026-01-05T00:00+09:00,은월,3,1554,18,54,19,hyper_stat_preset_3,16,,,,,,,,,일반 몬스터 공격 시 데미지 증가,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,0,STR,7.0,3.0,힘 90 증가,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,1,DEX,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,2,INT,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,3,LUK,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,4,HP,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,5,MP,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,6,DF/TF,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,7,크리티컬 확률,60.0,7.0,크리티컬 확률 9% 증가,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,8,크리티컬 데미지,150.0,10.0,크리티컬 데미지 10% 증가,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,9,방어율 무시,3.0,2.0,방어율 무시 6% 증가,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,10,데미지,265.0,12.0,데미지 36% 증가,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,11,보스 몬스터 공격 시 데미지 증가,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,12,상태 이상 내성,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,13,공격력/마력,85.0,8.0,공격력과 마력 24 증가,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,14,획득 경험치,550.0,15.0,획득 경험치 10.0% 증가,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,15,아케인포스,,0.0,,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_1,16,일반 몬스터 공격 시 데미지 증가,345.0,13.0,일반 몬스터 공격 시 데미지 47% 증가,,,,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,0,,,,,STR,40.0,6.0,힘 180 증가,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,1,,,,,DEX,3.0,2.0,민첩성 60 증가,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,2,,,,,INT,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,3,,,,,LUK,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,4,,,,,HP,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,5,,,,,MP,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,6,,,,,DF/TF,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,7,,,,,크리티컬 확률,7.0,3.0,크리티컬 확률 3% 증가,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,8,,,,,크리티컬 데미지,345.0,13.0,크리티컬 데미지 13% 증가,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,9,,,,,방어율 무시,150.0,10.0,방어율 무시 30% 증가,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,10,,,,,데미지,345.0,13.0,데미지 39% 증가,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,11,,,,,보스 몬스터 공격 시 데미지 증가,550.0,15.0,보스 몬스터 공격 시 데미지 55% 증가,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,12,,,,,상태 이상 내성,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,13,,,,,공격력/마력,60.0,7.0,공격력과 마력 21 증가,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,14,,,,,획득 경험치,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,15,,,,,아케인포스,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_2,16,,,,,일반 몬스터 공격 시 데미지 증가,,0.0,,,,,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,0,,,,,,,,,STR,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,1,,,,,,,,,DEX,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,2,,,,,,,,,INT,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,3,,,,,,,,,LUK,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,4,,,,,,,,,HP,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,5,,,,,,,,,MP,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,6,,,,,,,,,DF/TF,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,7,,,,,,,,,크리티컬 확률,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,8,,,,,,,,,크리티컬 데미지,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,9,,,,,,,,,방어율 무시,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,10,,,,,,,,,데미지,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,11,,,,,,,,,보스 몬스터 공격 시 데미지 증가,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,12,,,,,,,,,상태 이상 내성,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,13,,,,,,,,,공격력/마력,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,14,,,,,,,,,획득 경험치,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,15,,,,,,,,,아케인포스,,0.0,
b8a0f51f2f1bca7b697730a876be22b5efe8d04e6d233bd35cf2fabdeb93fb0d,샌저,2026-01-05T00:00+09:00,렌,1,1500,35,0,1500,hyper_stat_preset_3,16,,,,,,,,,일반 몬스터 공격 시 데미지 증가,,0.0,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,0,STR,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,1,DEX,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,2,INT,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,3,LUK,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,4,HP,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,5,MP,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,6,DF/TF,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,7,크리티컬 확률,150.0,10.0,크리티컬 확률 15% 증가,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,8,크리티컬 데미지,345.0,13.0,크리티컬 데미지 13% 증가,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,9,방어율 무시,200.0,11.0,방어율 무시 33% 증가,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,10,데미지,265.0,12.0,데미지 36% 증가,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,11,보스 몬스터 공격 시 데미지 증가,550.0,15.0,보스 몬스터 공격 시 데미지 55% 증가,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,12,상태 이상 내성,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,13,공격력/마력,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,14,획득 경험치,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,15,아케인포스,115.0,9.0,아케인포스 45 증가,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_1,16,일반 몬스터 공격 시 데미지 증가,,0.0,,,,,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_2,0,,,,,STR,,0.0,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_2,1,,,,,DEX,,0.0,,,,,
940df794203ea8f19b91c80e29f8646befe8d04e6d233bd35cf2fabdeb93fb0d,쵸파틴틴,2026-01-05T00:00+09:00,윈드브레이커,2,1626,1,51,3,hyper_stat_preset_2,2,,,,,INT,,0.0,,,,,
